monolingual,Sub-task B
অামাদের দেশের অাইন বালের অাইন!,1
সমস্যা মন্ডল সম্পূর্ণ,1
আসলে ভাই মন্ডলের মতো জঘনে ভিখারি অনুপস্থিত,1
আমি জানি মন্ডল প্রতি নিয়ে এইসব কথা আপনাকেই প্রতি বলিচ j তিনি eisomoy এইসব বলেছেন .... ভিডিও তার ক্যাপশন ছিল r দেখালেন কোথায় প্রতি কাকী জুতো দিয়ে মারছি...আপনারাও পারেন সত্যি দর্শন পাওর জন্য সেগুলো কিছু kno🙄🙄🙄,1
"সবিই ভালো লাগলো কিন্তু কোয়েল মল্লিক সবার সামনে রানুদির মুখে জুতা ছুড়ে মারলেন,এটা তো দেখাইলেন না।",1
মাগির বেটি তুই একটা খাছ মাগি অহংকারী,0
ওনার অহংকার-আর সাথে মিলন ডুবে গেছে... আসবে chinta nei... এবার ভোগোবান চাকর noy ভোগোবান নিয়ে গেছে...... ওনার মেয়ে ke দ্য onk👠👠👠👠👠👠👠,1
খান মাগি aktaappy স্বার্থ,0
পৃথিবী দংশের জন্য এসব পরিচালক ই যতেস্ট,1
ভাই একটু কষ্ট বলে,1
"ভাই বোনের সম্পর্ক হয় মিষ্টি ভালোবাসা প্রেম হয় ভাই বোনের মাঝে,,,, ছি ছি কোন সমাজে বাস করি",0
ma meye dhoitai পাগল,1
কেবল,1
shotti tai..ranu mondal ajkalker crazy singer..uni khakon o e shreya ghoshal er moto hoben na 1like for the one and only shreya ghoshal💖💖💖💖,1
ai mohila k juta khule mara dorkar.faltu akdom 😡😡,1
পাগলী তো লতা মঙ্গশকর সম্পর্ক এ কি যেন আবোল তাবোল বলেছে।,1
😜 😜 এটা এক টা খানিক (মণ্ডল),0
ei video wala ra desh take shes kore debe,1
"তোমাকে আমি salute করলাম ভাই,",1
বিক্ষারী কি বলবে,1
সরকারের কাছে আমার অনুরোধ। এদের সাহায্য করেন। পেটের দায়ে মানুষ কি করেন।,1
ader shasti hok...pls.😭😭😭😭,1
ফাটিয়ে দিয়েছো গুরু,1
কোন মেয়ে মুসলিম নয়,0
share kore diye6i r ha biral k যতই khaaoyao tar ma6 er lov kombena haramir জাট haramir jat e thake,1
khoob bhalo lage che,1
daryn laglo,1
chili.....vai-bon vlo বাসচে😱😱 .. বাজে re একটি পুরানো হ্যাগ 😑😑😡,0
একদম thik😤,1
আমিও a6e যাওয়া,1
কুওার পেটে কি ঘি হজম হয়,1
bah আমরা হব বাহ .. zk অপছন্দ ???? এটা সুন্দর একটা ভিডিও 6 তৈরি করুন tar বদলে zk অপছন্দ ??? মনে hoi মণ্ডল আপেক্ষিক রায় অপছন্দ এটি 6 টি ছবি। ..,1
এখন কোথায়,1
শালা যত দে бехари.бехари,1
@হিয়াশা জামান হীর হুমকি দিছিস প্রাণে জ্যাম ? করবি সে ছিল তারপোর দেখ পুনরায় প্রাণে বার হুমকি দিছিস? ইউটিউব হুমকি দিছিস ?🤣🤣🤣🤣🤣,1
থাম শুয়োর,1
যোগাযোগের নম্বর দিয়েছিস,1
মাগি চুদি আকদম খানকি বার,0
দেখুন করার জন্য সব করছো,1
তোমাকে অনেক ধোনবাদ আসল কথা গুলো তুলে ধরার জন্য,1
ছেড়ে দিন মন্ডল ....,0
পাগল সব,1
তার আছে তার আছে তার আছে 😆😆😆😆,1
👠🥿👟🥾👡👢👞🧦🥾👡👢 at রানুমন্ডুল হাঁস,1
দ্বারা প্রকাশিত বা,1
মাগি মিথ্যাবাদী,0
একদম ঠিক বলেছেন দাদা,1
মহিলা টা আকবরে বেইমান,1
খুব সুন্দর হয়েছে।,1
তো কুকুর সাথে খেত,1
সব গুলাই তো হিন্দু। হাতে বালা।৷৷ এদের পরকালের ভয় নেই তাই এমন নোংরা,1
আমি যদি .াকা বাবা থহোল ওকে কেলিয়ে আবার ভিক্ষুক বানিয়ে debo😠😠😠,1
আমার ঠিক কুকি,1
পতিতাদের জীবন সত্যি খুবই দুঃখের!,0
👠👠👠👠,1
"কোথায় এখানে ,সুন্দর একটা জীবন নষ্ট কর্ড জানোয়ার গুলো দান্ত চাই ,আর ড গুলো তাড়ানো চি উপায়",1
সোজা বাচ্চাদের মনে পরে j কুত্তা গুলোকে এক মেয়ে জাতি জন্ম die6e? 6 আই ধিক্কার মোহ somajer। দেশে নাকি নারী ধাক্কা পূজা হয়.,0
জনাব এস * ******* ধন্য জমি,0
😍😍😍 অস্থির....,1
মন্ডল গ্যান উপস্থিত কিন্তু জল যাই প্রতি sojjoi hoi ঘর বায়মান,1
পায়ের জুতা পায়েই মানায় মাথাই নয়,1
আসোব বল চাল পৃথিবীটা কোনো যাবে neii,1
উপর বলা বলে কিছু আছে,1
কে কেলিয়ে দে দে,1
হবিবিধ দিয়েছো,1
আমি বাংলাদেশ থেকে বলছি পায়ের জুতা যতই দামি হোক কেন সেটা পায়ের মধ্যে মানায়,1
ওই বৌকে রেনডী খানাতে বেচে দেওয়া উচিত,0
এনকাউন্টার....চাই মুখোমুখি চাই,1
ওআইই প্রতি সবাই উকুন কোয়া পুনরায়,1
গুডির বিটা এলাকা .াকা সাসোন,1
যাকে যেখানে শোভা দেয় তাকে সেখানেই রাখা ভাল ।,1
কুকুরের লেজ কোনোদিন সোজা,1
tnx বুক বলার জন্য,1
সংযুক্ত ক দিতে থেকে সব জানতেন বা বা,1
কোথায় এবং,1
বুক দুর্দান্ত,1
"দারুন দিলেন বুক, ধন্যবাদ",1
পরীক্ষা,1
তোমাদের দেশি নেই বুঝি. যেন আউট প্রমাণিত বেশি ঘাড় মুকুট,0
খুব ভালো লাগছে,1
রাইট.বন্ডু ...,1
"darun ভাই dile tumi""",1
যাকে খানকি বলছিস সে তোর গাঁড়ে লাঠি মারেনি তোর ভাগ্য ভালো...খানকির ছেলে অভাবে যারা কাজ তাদের খেতে তো দিবি তাদের সম্মান নষ্ট করছিস মা চোদাতে??,0
তার আছে তার আছে ha তার আছে তার আছে,1
yes aye attachar নম্র koro 🤯😠,1
vagina. সাদা,0
দেখছি আপনার ওরনা নেই,0
খুব valo kotha bolle dada পুরো বেরিয়ে গেল kotha,1
ধন্যবাদ সাদা thanks,1
বেশ কিছু দু'পেয়ে জীব খুবই কৃতঘ্ন। যখন বিপন্ন অবস্থায় থাকে তখন রূপ একরকম। বিপন্মুক্ত হবার সাথে সাথে অসুর রূপে আত্মপ্রকাশ করে।,1
"আপনি রানুর পিছনে কেন লাগলেন ?রানুর prativa ছিল বলেই আজ ওএইযায়গায় আসতে পেরেছে, ভাবতে হবে আমাদের সমাজ ব্যবস্থার চরম অবস্থার জন্য এতদিন তার প্রতিভা চাপা ছিল ।রানাঘাটের chakrabarty এবংতার আরো কিছু বন্ধুর সহযোগিতায় রানুর প্রকাশ ঘটেছে ।অন্য দিকে কথায় কিছু অসংলগ্ন ?এটা কটাক্ষ করা অমানবিক! কিছু কুচুটে লোকের অসৎ উদ্দেশ্য চরিতার্থ করার জন্য আপনি ভিডিও প্রচার যাওয়া থেকে বিরত থাকার অনুরোধ করছি ।ভালো থাকুন ।",1
khub khub valo,1
bnorar goli moktur mala .mani na khokno. rastyr ফোকার tasty lathe mara bosea দিয়েছে ধরে kat.,1
@হিয়াশা জামান হীর পাগল ও নয় পাগল আপনি নিজে কারন সত্যি কথা টা মেনে নেওয়ার শক্তি নেই। আমি নিজে এক জন হিন্দু হয়ে কোরআন পরেছি সত্যি এগুলি লেখা আছে তাহলে কি আপনাদের কোরান মিথ্যা।,1
ekdom thik bola6o bro,1
ঠিক এক দাম ঠিক,1
yes ranu মণ্ডল পাগল পাগল,1
খানকি shobdo ta ব্যবহার kore খুব ভুল korlen আমার je একজন প্যাকেজ খানকির chele tar পরিচয় আপনার স্বভাবেই নিভে গেছে। prithibir যাবে ছেড়ে যৌন পল্লী প্রতি যায় se জিনিস vodro seta জানা ache,0
বাইকরে pagli,1
আচ্ছা আমি মানলাম নাসির ভাইয়ের দোষ আছে । কিন্তু আপনি আপু কেমন মেয়ে যে প্রেমের 14 দিনের মাথায় চুদতে দেন। আসলে আপনার মতো মেয়ের গুদে ধোন দিয়ে কিছু ।,0
পরিসংখ্যান কেবল হিসাব বেদনাদায়ক বুক,1
কারেট,1
@প্রতীক chowdhury আছে কি নেই সেটা কমেন্ট করা র সময় খরচ দেখে বুঝলাম 😅,1
খানকি tui ke officher chilis nki,0
ট্রেনের কামরায় মন্ডলের মত অনেক গায়িকা ট্রেনের কামরায় ভিক্ষা করতে দেখা যায় ।,1
vai আমার বাড়ি সোনারপুর,1
একদম ঠিক ভাই ✌️,1
বা ranu বা,1
"মানুষ যত সাফলো পে,নম্রতা tatoi besi হয়.বুট সেটা to বা রক্ত e নেই.এই করোনেই বেশি বাংসো porichy.setai প্রতি or me শিখেছে.তাই ভিক্ষুক ma দেখেনি r celebrity কি ভায়া ফটো post করেছে",1
বোকাচোদা এখন পাটের jalai করা.. bokachoda. তোর kaj অনুপস্থিত র্যান্ড বাছা,0
এতো গ্রাম্য বেশ্যা...,0
dhorshokder সব চাই,1
aamar badanr সিঙ্গার sauooo,1
ক পরে ভালো কথা bolben ?,1
thik বলেছো who পিতা,1
[1:42](https://www.youtube.com/watch?v=m6xa6xxt-8y&t=1m42s) sei ছিল,1
not এবং রাখাল,1
🤪🤪🤪🤪🤪🤪🤪🤪,1
😅😅😅😅😅😅😂😂😂😂😂😂😂😃😃😃😃😃😃😃😃😆😆😆😆😆😆😆😆😆😆😁😁😁😁😁😁😁😁,1
নাকের নিশ্চিত গান korlei himesh সুযোগ দেবেই ............ হিমেশ হাম কিছু বোঝে gaan তেমনি বোকবাস খাবার gulo k chance উচিত ......,1
তোমার চ্যানেল ক আমি eke ঠিক notun....kotha গুলো sune খুব আমার পেলেম .... এবং সব শহর কথা একদম thik😀....arooo নতুন ভিডিও apekkhaii থাকবো.....র comments গুলো to just...😅😅😅😃😃😃,1
ata কোথায়,1
%%%,1
pagol choda a sob ভিডিও koris কেন.পিটার কষ্ট প্রতি এখন aram কর যে।,1
ভন্ড এবং ফাজিল,1
শালির ঘররে শালি ফকিন্নি,1
এবং সত্যি হয়ে৬ই বিসসাস hoy eerokom magi যদি aamar হতো sali du dine সোজা দিতাম,0
@সুরজিৎ chakraborty ata to toder কাহিনী hindur শিশু,1
ঠিক,1
এটা কোন জায়গায়...???,1
যারা meya jatikay somman ditay paray তারা konodin উর্ধাই uthay paray na. প্রাচীন কালথেকে গ্রীস aar rome eay meyeder somman ditay bolay ei sob desh saktisali hoeay উঠায় chilo,0
দাদা আমার মনের কথা বলেছিলেন,1
ভিডিও শিরোনাম দেখে like করলাম,1
ঘর tui kapurus.madddarchod,0
রেন্ডি,0
হিন্দু তুই মাগি,0
বোন.. এগুলা তো ওপেন সিক্রেট।,1
এমইউ গ্রাউন্ড jemon temon... বর্তমান bharoter এটাই niom!,1
ei ঘোড়া er ektai saja.pokase fasi daya,1
দার গান শুনলে আমার আঙ্গুর পায়😦😭😭,1
@ এমডি রনি 😊,1
শুনুন মূর্খের অশেষ দোষ কিচ্ছু করার নেই শিক্ষিত বোঝে ইঙ্গিতে মূর্খ বোঝে কিলে. কোকিল তো দেখতে কালো কিন্তু কোকিল কি সুন্দর দেখতে ওকি ময়ূরের পাখনা লাগালে ময়ূর হয়ে যাবে কিন্তু কণ্ঠস্বর খুবই ভালো যার জায়গা যেটা.,1
ও জানত ও কি। ও আমার চেট। মাগি একটা,0
bhikhari একটা ভিক্ষুক থাকবে,1
বাংলা ছবির বদনাম তোরাই আমার মনে পরীমনি নায়িকা হওয়ার পরে সিনেমা হলে গিয়ে পরিমনির একটা ছবি দেখছি এমনকি ইউটিউব ফেসবুকেও লাগলে বাংলা ছবি দেখবে,1
গুধের বেটা তোর কি,0
"খানকির মাগী অতো অহংকার ভালো না,,,",0
দ্য একটা হাপচুদি,1
আমরা celebrate মহিলা,1
মাশরুম র্যান্ড,0
বা দি বা,1
o প্রতি vairal বোরো ষাঁড়,1
বা bote,1
are বা ওহে প্রতি pagli,1
জাগার নাম কি,1
tomay সমর্থন korlam ভাই.,1
"একটা ফালতু সিদ্বান্ত কখনো ভাল পরিনতি ডেকে আনেনা,,এইসব পাগলামি ছাগলামি ছাড়া কিছুই নয়",1
ওনাকে গুদ মার,0
r panu দুটোকেই নিষিদ্ধ দেওয়া উচিত,1
ঠিক বলেছেন অপনী ... 👍👍,1
sotti ঠিক bolecho😅 আমি তোমার খুব boro ফ্যান মৃন্ময়,1
পরিসংখ্যান সত্যি kotha কুকি ভাই,1
হবে বুক sera 😍😍,1
এক রায় ঠিক বলেছেন,1
জুতো মারার ভিডিও টা কোথায় বা দাদা বলেছেন সেই ভিডিও টাই বা কোথায়,1
হিন্দু dhorme এবং মেনে நேய হয়,1
বুক আমিই. বাংলাদেশ থেকে. বোলাস। আপনার. বোরো. ফ্যান হয়ে. গেলাম. dada. আমাকে. ভালো. hoyce।,1
ওহহহহ ভিডিও ওহহহ,1
স্বতন্ত্র তারা বুক,1
খানকি মাগি,0
তার বস,1
এখানে আবার ওর কথা তুলছো কেন যেটা নিয়ে কথা হচ্ছে সেটা নিয়ে কথা বলো,1
গাণার প্রতি 12ta bajiye ভাষা re,1
ভাই৷ নুনু কাটা হইচে,1
ভাই mondol কপাল সক্ষম হতে bikare.poter বিকরে বা কোকনু রাজরানী বহু,1
ঠিক daaaaaaroooooon,1
তোকে সোনাগাছিতে পাঠানো uchit,0
বিমান ranu মন্ডল তোর নীরব টা মেয়ে খাবার man na bikari টেক সালিবাতি hoye kuchu dek sisna,1
মন্ডল বেঈমান,1
কুত্তার পেটে ঘি সই 😞😞😞 তেমনি মন্ডল নিজের সাফল্য নিজেই সহ্য করতে পারছে,1
খানকি মাগি একটা,0
পরিসংখ্যান tik সাদা,1
রেন্ডি ভোগোবান সব pochondo কোরিয়ান কিন্তু ওহংকার,0
চুদানি কত মিথ্যা বলবি👹,0
বেষ্যা,0
kuttar matan sur,1
বাংলার পতিতা,0
🤣🤣🤣🤣🤣,1
মানসিক স্বাগত মন্ডল,1
চি তারা আপলোড করা হয়েছে করাও uchit হয়নি সেগুলো baja চলা may .chi চি somajar kolongko দেখা .,0
দাদা আপনি 💯% সত্যি কথা বলেছেন,1
ohankar onak,1
মনডল একদম ফালতু গায়ক।,1
ঠিক,1
k vai,1
একটা বেসার jaigai থাকার মতো ekta vlo মানুষের aukad নেই.,0
তোমার এবং তোমার keli mulor dokan,1
aita kon jaigar,1
dj remix গান bangla ctg <https://youtu.be/5mhvrfiep3m>,1
এদের কুকুরের মতো গুলি মারা দরকার,1
আমি দাদা kuwait থেকে বলছি রানুর মুখের কয়লার জল দিয়ে ঘষে দেওয়া উচিত একটা পাগল দুই দিনের নাটক আবার রানাঘাট স্টেশনে চলে আসবে কি তাই বন্ধুরা আসা করি সবাই ভালো আছো হরে কৃষ্ণ 🙏,1
যারা এইসব বাজে মেয়েদের পক্ষে কথা বলছে তাদের জন্য বলতে চাই যে এরা ভালো ভাবে কাজ করেও খেতে পারে তার জন্য কাজ করার দরকার নেই এরকম অনেক মানুষ আছে যারা দিন আনে দিন খায় কিন্তু এদের মত দেহব্যবসা খায় এগুলো অভাব এগুলো এদের স্বভাব,0
ভাই কমেন্ট টা দেখবি নাকি জানি তবে রানুর ভিডিও দেখে সাবস্ক্রাইব পারলাম,1
etai holo একটা বাস্তব বেহেনচোদার story,1
hay পুনরায় di krlen আপনি?এতো অপমান ওখানে করা যাই না.ঠিক kore6en koyel di,1
darun...darun bhai....👏👏👏,1
সালি kamon kharap লোক কুত্তা,0
পরী থার্ড ক্লাস আবার মাঝে মাঝে ভাব নেয়😉,1
আপনার থাম্বনেইল টা অপসারণ চেয়ে,1
আমি বউবাজার এ গিয়েছি । এটা কোথায় ?? মাল গুলো ভালো ভালো আছে,0
বা খুব ভালো লাগলো কিন্তু আপনার একটা কথা ভালো লাগলো আমার রণুদির ফ্যান,1
পরিসংখ্যান tik.bola6o,1
এত বড় দুধ স্নেহার,0
বুক ঠিক,1
খ আইমন মন্ডল সোনার জেন রেলপথ স্টেশন thik আছে,1
"@হিয়াশা জামান হীর মুসলিম দের হাত করার দরকার হিন্দুদের হয় না। আপনার কাছে হজরত মহম্মদ মহা নবী হতে পারে কিন্তু আমাদের কাছে নরকের কীট। ধর্ষক একটা হজরত মহম্মদ, খুনি। সেই জন্যতো মুসলিম মানে জঙ্গী তার বড়ো উদাহরণ পাকিস্তান।",1
👍👍👍👏👏👏,1
যাবো,1
সত্যি এমন মেয়ে কারো ঘরে যেতে জন্ম ... বোন রাক্ষসী...ডাইনি..,0
পরিসংখ্যান ধন্যবাদ শহর ভোলেচো সালহি প্যাথলজিক্যাল,1
হবে,1
তুমি খুব সুন্দর বুক 😘😘,1
ঠিক বলা জন্য বুক,1
মন্ডল বোকাক্সুডি🙄🐸 🙄🐸,0
ওই মাগি কে আমি হলে মেরে ফেলতাম,0
"টি ইউআই বল, নেজা ki6u সংক্ষিপ্ত প্যারিস না, আকন ডাই-আর যে পুরুষ kor6ys, তোর মতো থেকে ডারথো স্টিংরে জন্য একটা হাত মাথা ওচু করা বাঁচা থাকার জাদ প্রতি ম্যাটস- তা miesya দ্বিতীয় পারে, তোমার জোডিয়ো ak2o মনসাতো থাকা ক সংখ্যা কোনো পোস্ট কারো বারো মনার হাত কমিশন বা তোমার মতো অপদার্থ u2ubr আমরা, হাত তারা যারা দ্বারা প্রতি ক্ষমা সংক্ষিপ্ত জানা, হাম অতীন্দ্র ডা,",1
☺️☺️☺️🤣🤣🤣,1
আমার জাবি বলেছেন পরিসংখ্যান শনি প্রতি. রানুর মাথায় গোবর ভরা aachye। প্রতিস্থাপন বুধী জিনিস হবে.,1
"অপু যে নিচ ফ্যা মিলির মেয়ে,, এটা সবাই যানে তার মা সেফালি নিজেই যাএা",1
আকদম রিট kota,1
hindi পর্ব ভেড়া জিনিস সুন্দর //// bangla কানো নাটক তৈরি,1
"khanki magi,",0
পায়ের জুতো paytei সভা বাবা,1
"আমি বাংলাদেশ থেকে বলছি,, অনেক সুন্দর বক্তব্য আপনার,, শুনে ভালো লাগলো",1
উত্তম বর্মন.,1
উনার theke অনেক valo গায়ক pore আছে যারা nijer talent টা dekhate পারে,1
tmr sathe কথা বলার khub আইচা amr ... pls কথা bola jabe ki tmr সাথে...,1
হারামজাদি ranu,1
যাবে তার ঠিকানা টা একটু বলুন plzz,1
waw. khub ভালো .... .....,1
ranu tor কি ka chuti,0
আমি একটা রানুদির ভাইরাল ভিডিও দেখেছিলাম যে একটা অফিসে একটা মেয়ে তার হাত ধরে ছিল তাকে রানুদি বললেন আমার হাত ধরলেন কেন,1
মন্ডল দেবি কুতা বাচা,1
super deyacho dada,1
নিজেই ভিখারি আবার কাকে ভিখারি বলবে দুদিনের গোসাই ভাতকে বলে অন্ন,1
chok a jol ane dilo,1
baler ktha....,1
বাট পার,1
chi,1
parle video gulo delete kore dis,1
just kicu bolar nay....... j bola6o r kicu bolar nay ........ ai mohila k sojo hoy na,1
"beiman gache dore na. manusher modhei dore. take ek bar dao, bar bar noi. nahole se tomae marbe, tomar সব chenie নেবে.",1
exactly... অ্যারোকম akta video r drkr chilo topic ta nia..... kothagulo osadharon chilo.. jst ধন্যবাদ.. 😊,1
ভিকারী,1
real love গুলো মানুষ k বাঁচাতে pare na.. মোরে kosto পেয়ে বেঁচে থাকার cheye moray গিয়ে বেঁচে jaoya বা মনে হয়ে ভালো.. এ অন্তত amader ei baler ফাঁকা ব্র্যান্ড সমাজ সেই পাঠ বা সেই শিক্ষায় দিয়ে.. বালের সমাজ প্রতি ঠিক লাঠি বিশাল আমি.. বাস্তব লোভে=মৃত্যু 😢😥😭,1
mndler nmbr টা অন্তত কেও snd krtoh আইন ধূমপান টা দে.,1
বালের ভিডিও কলা ভিডিও প্রতি কোনো নাম থাকে ছেলে মেয়ে r কোনো who তারিখ নেই বালের ভিডিও,0
"কখন hbe বা সস্তা , কবে hbe বা ফাঁসি",1
ঠিক,1
ভালো লাগল কথা গোলো,1
🤣🤣🤣🤣🤣🤣😂😂😂😂😂🤣🤣🤣🤣🤣🤣বাহ রানুদি আমরা হব,1
সমুদ্র,1
জন বেজোমমা বাড়িতে জমি আমরা হব নেই স্থিতি মুখে পেছনহাপ করতে ঘেনা hoi এদের স্থিতি স্থিতি,0
শালা মাগি,0
আছে কেবল বালের মন্ডল টেরি ব্যবস্থা শুনে করতে পারা পরিখা হাইজেলো পুজোতে ইয়ারফোন নিয়ে ঘুরবো,1
ওমস লাগলো ভিডিও টা,1
সরকার এদের কে সম্পূর্ণ ভাবে সাহায্য করে..আপনার এত সমস্যা কোথায় হচ্ছে?আর যাই হোক..চুরি ডাকাতি তো না...এই আপনাদের মত মানুষ দের শরীরের খিদে মেটায়.. এরা থাকলে তো সাধারণ মেয়েরাই বাঁচতো না.. এদের কে যাই বলুন...অপমান করবেন,1
সত্যি জিনিস দেখার দ্বারা এতটা পরিখা লাগলো কেমন যেন একটা মায়া জোড়ানো আমার নিচে বিছানা জন উল্টা পাল্টা বললো তারা কোনো আমার কাছে লেখা গল্প .. তারা সত্যি ঘটনা পুলিশ নথি পত্র সব সত্যি ....😐😟😡😡,1
বালের ভিডিও ...,1
তারা তো অনেক ভালো,1
বা বুক বা...... কিন্তু বালের রানুদি ..... বা বালের গলা,1
সালি হারামি,1
সব বুড়ি বুড়ি,0
"হাঃহাঃহাঃ....দারুন লাগলো যান ,,, 😘",1
খেলনা গুডিয়ার বল,0
"হাহাহাহসাহা মজার ইসডিসি, mobdoler গান শুনতে ইচ্ছে ,পাতলা ভয়েস কুমড়ো বেকার জিএই, ইআর থেকে হাজার ব্যবহার করা ভালো ভালো গানে টিভি বাস্তবতা দেখান প্রতি আসে, হিমেশ একটা flop অভিনেতা নিজের cinema এইচআইটি করার জন্য ব্যবহার করুন করছে.",1
"@ δεβκάντα বাগদি পশ্চাদপসরণ আগেই নিজেই বোঝ সিস্টারফাকার ,, বোরো বোরো কথা ছোট ভাই কীয় কি সুপরিচিত প্রতি জেনে শোনো একটা এঁড়ে মরদ কাছে কেন তুলে দিস ও কি তোর মাকে ধুপ দিয়ে পুজো দেয় নাকি ,,, প্রেম কে সন্মান দিতে শিখ ,, কাম কাম বলে কাম প্রতি এত ঘৃণা দেখাস কেন ,, কাম ফলেই এ জগৎ তুই আমি সবাই , , কাম হল একটা রাজস গুন ,, কিন্তু তুই ছিনাল এগুলো বুঝলে তো ,, পানের থেকে চুল খসলেই গালি ই দিতে জানিস ,, তুই একটা বলদ মধ্য কোনো তফাৎ নেই",0
osm ভিডিও বা এটার মত করেছে বানাতে ইতিমধ্যে,1
"এ আজ প্রমান দিল, যে মানুষ খুব তারাতারি উপরে উঠে গেলে মানুষ কতটা নীচ, অহংকার মনের মানুষ হতে পারে । ছি, ছি",1
akdom ঠিক বা,1
ভুরি মাগি খানকি মাগি,0
"এটা দেখতে পারেন ভাই, মজা পাবেন আশা করছি <https://youtu.be/pe9iitd3_bm>",1
nice dada,1
khankir chele sob molla গুলো kei fasi deoaa উচিত ছিল,0
পাগলের প্রলাপ মাগী ভিক্ষা করতি বললে কি দোষ? খানকির আগের চেহারা দেখে অন্য ভিক্ষুকদের থেকে তোকে খারাপ দেখাতো অন্য ভিক্ষুক রা তোর কাছে আসতো সেটা বল,0
good video vai,1
বা: দি বা:,1
oi rendi ranu,0
sali buri tui kodin por abr tor sei ager service ta korte bosbi...tor somoy ghoniye as6ere...,1
@suhana sk আমরা ধোয়া তুলসি পাতা নয় ঠিকই কিন্তু আজ পর্যন্ত যে কটা রেপ করেছে আপনি খোঁজ নিয়ে দেখুন তারা maximum মুসলিম।,1
মুসলিম দের মধ্যে এরকম ভাই বোন দের বিয়ে,1
bai apni hindu na muslim,1
এখানে কোয়েল মল্লিক কোথায় জুতো মারলো ???? বলতে বাধ্য হচ্ছি বোকাচোদা এমন টাইটেল দিও না।,1
valobasa pap na valobasai kono সম্পর্ক lage na valobasa mane ak sathe bachea thaklau ak সাথে আরও ja a,1
ভালো বলেছিস রে ভাই,1
আআআআআআআআআআ aaaaaaa,1
sudhu muslim ra korche.amader bagali ra ki korchee.,1
মাগীর পাছায় লাথি মেরে ওই প্লাটফর্মে রেখে আসা উচিত।,0
জন্না বলা payar জুতো কখনো মাথায় আগুন অনুপস্থিত. .. মণ্ডল r যাবে oii স্টেশন একটি ...,1
খুব valo লেগেছে,1
বুক পারিনা ভুলতে রানুর ওহে কুকুর ovves,1
যার jayga জ্যাকেট সেকা আমি জানি টেক গেল,1
ঠিক আছে আবার বিক্ষিপ্ত লাইন patye দিতে,1
দাদা এটা কোথায়,1
ভাই tomar সাহস আছে বলতে হবে.,1
গ গ গ মন্ডলে সিসি,1
ইচ্ছা মতো ধুয়ে দিলো ডেক হারানো করবেন 😂 <হটপস://ইউটু.যে/কি৯মক্ক১ইয়াজ০>,1
হায়রে হায় মানুষ ভালো বস্তে দ্য karaf দিক কার অনুপস্থিত,1
আমাদের বাংলা সানি লিওন ওকে দিয়ে পর্ন ভিডিও বানানো হোক,0
জনাব ভাই,1
sera........sera ...... .......... তারা 😊😊😊😊,1
মন্ডল একটি স্ন্যাপ 🐍,1
aktau ভালো bara,1
ভাই এমন ভিডিও ছাড়া উচিত নয় কারণ তারাতো পেটের দায়ে কাজ করছে যাই হোক তার ও ফ্যামেলি আছে,1
বা তোমার ঠিক এটিসি গুলো প্রতি ভালবাসা প্রতিক্রিয়া দিতে এটা দ্বারা korche...☺☺,1
তুমি সুন্দর একটা ভিডিও,1
বিকারি মাগি 😠,0
আমর হাতে গিঁট সময় কোমা আসে প্রতি ভারত টা খ্যাতি যারা কোরবা সৌদি আরব মতো রাস্তায় কথা বলে গলা সে ঘৃণা করত দাওয়াতই দ্রুত করবো,1
katua জাত কুই বিসস করতে নেই... নাইজার জমি আমরা হব দ্য ছিল chadhe na ঘর suoree জাত,0
বল ভিখারি কোথাকার.,1
দেখা ভাই,1
তারা পুলিশ ফাইল পুলিশ মাটির তোলা থাকা সব বাহির করা ফেলা ... আতা পুলিশ কেস ...,1
ডিআই গ্রাউন্ড আবার গাড়ি দ্য রানাঘাট স্টেশন মান সবচে best,1
ভালবাসা আপনি বুক সুপার বলছো ভালবাসা আপনি ভালবাসা আপনি ভালবাসা আপনি,1
thik bola6an পরিসংখ্যান,1
দেয়া ওনাকে '' মেয়ে '' বলবেন এবং ... বালুন ''বুড়ো'' বয়োজ ভাইমারোটি।,1
are বা ওনাকে আলিঙ্গন বোসিয়ে প্রতি,1
সি ** ডিএনএ সি ** দনা গর্ত বুক .. মৃত্যু দাউ ..,1
এদের সাথে এরকম রেট করতে লজ্জা তোর। বলছিস পরিবেশ দেখতে এসেছিস। তোর মা বাপ তোকে এদের থেকে আরো নোংরা পরিবেশে জন্ম দিয়েছে তাই এভাবে ভিডিও বলছিস তোমার রেট কত।ছি তোর মা বাবা কে। দেখাস ভিডিও টা তোর মা কে।খুশি হবে মনে hy তোর ব্যবহার দেখে,0
ranu মন্ডল err video fake. ভিডিও ঘাম,1
ঘর প্যাথলজিক্যাল ranu,1
সুয়োরার বাঁচা gulo বা boli diya ucith,1
"@অনিন্দিতা মাতি ৪ দিন ডিপার্টমেন্ট বন্ধ ছিলো তাই ফ্রি ছিলাম, আজ খুলেছে তাই ৩ টা থেকে ফুল ব্যস্ত হয়ে যাবো ল্যাবে, হ্যা আপনি বরং ঐসব ফালতু মনগড়া ধর্মকাহিনী পড়ে একটু লেখাপড়া করুন নিজেকে মহাজ্ঞানী ভাবা বন্ধ করুন, যদিও আপনার অবস্থাটা বুঝি এইসব গল্প কেনো মন দিয়ে পড়েন😂😂",1
pagli c*** taa k jhata peta korte hoy..,0
lovely akdm stti,1
