monolingual,Sub-task B
bravo jahangir bhaigreat joblet law police bloody feminists learn lessonsmen meni problem angerhe rightcongrats,1
first watch entertainment onlyevery time can’t judge iti talking individuali agree shwetabh opinion lots elements analysebasically point view dikhayi apana dimag kharab sorry real samaz haiyou practical yourselfsocietymovie reviews thisend day money chalti movieagain person person differ haiit’s different perception,1
cares activistsdon't give emphasis,1
those anti hindus blaming hindus quiet thruth rape asifa hindus guilty mandir lie #bollywoodhttpwwwyoutubecomresultssearch_query=%23bollywood pakistan order lete hey,1
according impact society glorifying alcohol drugslike watching gangs wasseypur started killing roads randomly,1
item songs ruining culture dancing men it's pathetic insult women,1
politics media religion nuclear weapons destruction,1
accorded issues feminism,1
what message,1
just watch hyped person absolute nonsense characters leads speak it’s shahid absolute rubbish ideas served society,1
anuradha tiwari ignore creepsbut report vidro youtube spreading hatredpl thatif feel ignore commnting belowwho open mindsn listen wat person saylet understand wat definition feminismi human supporter gender peoplewho brains understand wrongnt unnecessary complicates things politics hate double standard pplbe woman,1
mind likes man's defecation disgusting gay smell hand dump sick fucks,0
prateek bulls eye shut nicely,1
everyone watch big slap useless,1
these fake feminist idea ground problems faced women reality they kind luxuries playing feminist feminist making feel intellectual wether misogynist feminist equally dangerous society progress boy create society equal rights women plz understand liberalisation multiple affairs wearing shorts drinking alcohol there lot issues related women arjun reddy concerned masterpiece woman,1
"there's reason actors called ""heroes"" idk learn terrible",1
"she handicap system loopholes system shame called ""intellectuals""",1
kill womens file faje rape dowry cases,1
well grasp guy live wear t-shirts shorts jobs instead formal shirts comfortable guy topper pump dump girls consent 75% days seniors respected teachers wanted juniors juniors treated,0
looks ghost real conjuring,1
totally pure exaggerating,1
result false dowry case andhra pradesh state dubious distinction worst abusers 498a most false cases registered andhra pradesh,1
reasons days indians nees watch kind shows nice experience deep series hope time,1
ignorant,1
buddy agree clear change perspective wrongall bhasad understanding movieits simple,1
totally agree nailed celebrated message finally watch criticised swag raised valid points supporters place hide counter arguments left,1
should cut penies criminals,1
ranu mandal woman,1
indians obsessed,1
couldn’t agree word wch wen des called feminists wer barking,1
even unaware preeti son ready accept other's baby ready give baby ready accept preeti sex guy feminists,1
best reply sucharita tyagi fake feminist,1
mental,1
fack bong guy,0
biggest chutyea youtube,1
real hero lesson women misuse 498a law,1
cheapest message youtube,1
bollywood feel threatened south makers that's comment nonsensical stuff,1
"sam english simply understand equality answered asked superiority consider women men believe equality comment ""these know"" god bless",1
over smart mad woman,1
gender biasand lnow survey women inidafirst read report speakyour type men inid ais dangerous society,1
falling sight basically means horny shallow person,1
shahzeb khan jihadi spoke,1
bullshit,1
pratik borade mins video recommend write dictionary sorry dictionaries cambridge merriam webster,1
interesting lallantop evolving first subtly openly anti bjp now addition rajdeep made cong left mouthpiece,1
back railway station,1
cheapest message youtube,1
takes abuse excuse,1
for god seeks stop gossiping change kick,1
it’s correct seriousor literally meaningless,1
long entertains bangladesh problems names accused shows religion impose teachings society corrupted case shook administration support common madhyamgram kamduni park street case ashamed,1
result false dowry case andhra pradesh state dubious distinction worst abusers 498a most false cases registered andhra pradesh,1
pratik borade master's degree physics iit kgp seriously reads books laughing feel pity feel pity wasting time dumb youtuber hasi patra some pls kill anymore,1
hero tamil nadu,1
**few chutiyas speak shit shahid's fault acting skills shahid playing spoilt brat territorial possessive destructive angry mandont enjoy shahid's acting**,1
horrific message worst portrayal gay person's gay straight cuz create negative propaganda lgbtq+ community totally disappointed,1
che guevara thong,1
disageee,1
now days tact girls snatch money boys familyshame girls misusing,1
totally agree nailed celebrated message finally watch criticised swag raised valid points supporters place hide counter arguments left,1
masterpiece' nonsense interstallar inception dangal bahubali,1
views biasedbut funny biased,1
scary fact completely appreciate shahid's acting message stoy toxic youth scary,1
brother70% bollywood definitely chutiyapa,1
problem lies fact pyaar dil todwaane random slaps heroic coming woman consent knife point,1
interesting lallantop evolving first subtly openly anti bjp now addition rajdeep made cong left mouthpiece,1
but understand watch entertainment wise influenced people loved due shahid kapoor's acting play inspiring all actors list garbage played inspiring problem list problem excuse act characters some realize influenced followers group speak swetabh sir truth,1
bull shit fucking mind gays criminals video showing image,1
dislikes wives filed false case,1
rss agenda demolished opposite options,1
false file cases husbands lose parentswho pay loss ncw govt,1
gender biasand lnow survey women inidafirst read report speakyour type men inid ais dangerous society,1
people arundhuti roy deported pacific ocean,1
good homosexuality legalised showcase public normal human room but act despo public odd ugly,0
research feminism feminazi spreading illogical views,1
decided kaira concern what level female empowerment,1
what nonsense neha flobia talking,1
bat hbut problemi guarantee,1
omg dislikes designer liberals feminazis,1
explain friends full shit totally agree sir understand start mind,1
"i'm feminist hate lust stories shots pleasede pyar deveere wedding hate extra marital pre marital sex disappointed scene 1when father sees terrace 2when tells parents times 3when explains father called ""private space"" supposed things front parents girls boys",1
irritating story line,1
ranga billa parents leftists lutians,1
most sense review conception really surprising coz review videos,1
pratik borade lekin pratik sir glorifying,1
every world flaws argues hypocrite asshole based engaged watching story characters response situation judging morals how dumb channel,1
after days chutiya face wow yar remain chutiya get,1
signed,1
well lesson 498a professionals government police judge feminist media don't give try kill terrorists possible,1
sense industry bollywood hollywood,1
congratulations drink soy milk beta male libtard,1
feminism aware pseudo feminismand feminists society really,1
review its propoganda,1
those anti hindus blaming hindus quiet thruth rape asifa hindus guilty mandir lie #bollywoodhttpwwwyoutubecomresultssearch_query=%23bollywood pakistan order lete hey,1
long entertains bangladesh problems names accused shows religion impose teachings society corrupted case shook administration support common madhyamgram kamduni park street case ashamed,1
"there women abusing men hitting making derogatory comments exist compared greater extent talking equality laws reservations commissions ""empowerment women suo moto cognizance criticize mardaani pink gangajal veere wedding humiliate men present male characters oppressors",0
there amaze boy specially coz finally accept dark secrets females liking pethetic pies shit respect female vanish common view that's,0
bollywood makerscopy+paste=profit making indians chutiya they just give copy paste assholes laugh nigha theatres,1
all hutiyas side swetabh side,1
"people ""movies affect real life"" indias made temples actors prey god",1
please stop filing false ipc 498a case toll control birth rate,1
pagal sexual tharki gay lesbians dats pure lust lovei wonder mother father law show brother father loves widout law imposed sme gay cji deepak mishra gay lesbian sme1u satisfy fuckin sexual realtion hiding sme lgbt laws,0
**korean dramas logical singh**,1
it’s correct seriousor literally meaningless,1
preeti ideal woman wonder dumb director wrote then surprised feminists pissed,1
gaming with ankit watch knew infinity entertaining fell watching fairy tale dev patel actor played mathematics genius ramanujan,1
shashank logic films lipstick borkha veer weeding made coz promotes misndric attitude woman,1
liquor totally banned administration police strict actions dealt iron hand people alert aware bengal fast hell,1
all producers bhoske,1
there amaze boy specially coz finally accept dark secrets females liking pethetic pies shit respect female vanish common view that's,0
bhai tera topic agree but support muslim pakistani manya surve maya bhai zzz,1
prateek bulls eye shut nicely,1
gaurav shrivastav true but companion subscribers audience put negative views society oppose,1
ranga billa parents leftists lutians,1
reviewing political agenda,1
that ranus fault education fault,1
99% bollywood illogical,1
review entire video arguments feminism expecting regular kind review movieand make separate videos discussion don't wrongi follower starting request make separate videos review opinions issues,1
yess performance only shahid but hated hated hated shitty hate watching director's interview companion he's crazzzy minded,1
gr8 jobit replied inlaws pathetic law makers,1
banned alcohol west bengal,1
irritating story line,1
what beginning video natural cultural proves pathetic uneducated country grow asswholes simply britishers back educate stupid snake charmers,1
calling chutiya chopra debate knew gabr job poen office,0
why west nobel prize side fulfill agenda,1
21st century modern watch shots found trailer interviews cast disturbing feminism losing it’s real agenda equality gender advocate sort sexual shit feminism sexual freedom request fellow girls carried away ideas,1
stay away 1326httpswwwyoutubecomwatchv=n_zmfqmzos0&t=13m26s ^_^,1
imagine fight club released what feminists reactions,1
**few chutiyas speak shit shahid's fault acting skills shahid playing spoilt brat territorial possessive destructive angry mandont enjoy shahid's acting**,1
why hell liberals feminists problem yaar hadd,1
watched yesterday feel approaches priti,1
bro countless living uneducated literally illiterate respect especially helped hope,1
nonsense video make positive videos,1
now arundhati roy destroyed,1
your opinion matches opinion arjun reddy original version it's dumbest lack heroism,1
explain friends full shit totally agree sir understand start mind,1
not liberal opposing bajrang dal shiv sena karni sena anti romeo squad gang opposing,1
a-hole,1
wait tripathi existence elder sister,1
ekta saikia first words harsh accept apologiesi researcher engineering profession believe facts technical reasons behavior male completely depends parents raise taught home change once opinion specially films teach real fun imagination please feel offensive mans friends boys trust iron start jumping buildings follow born brought lessons madam decide learn guy sees negativity things persons jail place #pleasehttpwwwyoutubecomresultssearch_query=%23please understand point view,1
family ranu attitude ranu's family=,1
che guevara thong,1
guy husband material guys,1
shame shame,1
agree girl's comment god punish pandits molvi sahab's secretly padri sahabs inside churches world wide hahaha hypocrites,1
totally agree nailed celebrated message finally watch criticised swag raised valid points supporters place hide counter arguments left,1
arundathi high cocaine,1
bullshit,1
what nonsense neha flobia talking,1
hero tamil nadu,1
feminists modern age fascist,1
gr8 jobit replied inlaws pathetic law makers,1
poor choice,1
let's drink feminists liberals tears,1
wow she deranged homeless person,1
smelly lady men doubt,1
lutyens hell but baniya modi shah center earth they disgrace humanity gandi hindu muslim baniya modi shah,1
well grasp guy live wear t-shirts shorts jobs instead formal shirts comfortable guy topper pump dump girls consent 75% days seniors respected teachers wanted juniors juniors treated,0
"i'm feminist hate lust stories shots pleasede pyar deveere wedding hate extra marital pre marital sex disappointed scene 1when father sees terrace 2when tells parents times 3when explains father called ""private space"" supposed things front parents girls boys",1
gay rubbish how horrific video shame,1
cont our extraordinarily lethargic incompetent judiciary drag false cases years truth all years husbands family members live hell they blackmailed extorted threatened fake empowerment women serves halwa-poori senseless feminists why law gender based crime based look honestly victimized men women,1
it's movieit's totally randapa,1
who's ranu mandal,1
contemporary feminist lives comfortable time complain trivial nonsense manspreading characters masculine wanted make video degrade point stop watching caring hard work creators put female host channel laugh audience but i’m sexist complain feminist theory i’m privileged power structure advantages men what advantages they can’t power structure sexism men doesn’t exist according feminism privileged don’t talk gender issues all opinions automatically invalid i’m evil disposable privileged care gender equality gladly point real sexism women wave feminists bafflingly neglect it’s perpetuated but feminists don’t return favour their narrative world’s problems change make sacrifices give imaginary bogeyman called “patriarchy” claim systemic advantages society concept patriarchy essential ideology core makes ideology paint oppressor villain i’m sick i’m catcaller i’m wife beater i’m rapist but i’m held accountable actions men things that’s bullshit it’s type bullshit perpetuated social media sites youtube channels idea men problem ashamed masculinity toxic stamped feminist claim don’t hate men actions speak louder words call feminist agree things talked stop calling feminist don’t call feminist advocate equality feminism doesn’t hold monopoly value equality drop feminist label stop defend destructive divisive counter-intuitive predicated lies misinformation feminism bullshit unworthy respect,1
when rape scene shown feminist liberals sleeping very strange called item songs cheap words notice,1
parcheta anxious alien different,1
great justify unreal father,1
brother70% bollywood definitely chutiyapa,1
but speak harsh much*d agree extent,1
day book air ticket hyderabad found pic friend called friend fukcs daily 3months incident broke,1
liberal rights,1
how dumb neha gupta arrest genuine cases,1
anuradha tiwari ignore creepsbut report vidro youtube spreading hatredpl thatif feel ignore commnting belowwho open mindsn listen wat person saylet understand wat definition feminismi human supporter gender peoplewho brains understand wrongnt unnecessary complicates things politics hate double standard pplbe woman,1
pseudo feminism trend actual feminism myth,1
929httpswwwyoutubecomwatchv=n_zmfqmzos0&t=9m29s girl's hero's,1
bollywood basically percent set narrative nation brain,1
why haha just grab popcorn watch enjoy fuck,1
such stupid short negative impact gay community,1
week family considered complete waste time story acting horrendous end promoted negative message completely destroy person winner utter bakwas give 110,1
all takes malayali woman bring entire nation,0
dekhne chatiho real its entertainment nothing guess problem don't,1
being chutiya real,1
#bestreviewerhttpwwwyoutubecomresultssearch_query=%23bestreviewer #logicalhttpwwwyoutubecomresultssearch_query=%23logical these feminists liberals areimmaturedon't knowwhy watch adult matured,1
where review totally correct talk movieacting direction,1
sense industry bollywood hollywood,1
it's movieit's totally randapa,1
shahzeb khan jihadi spoke,1
"""we generation men raised women woman answer need""\- brad pitt fight club feminists dare women lifesource men disrespectful#metoohttpwwwyoutubecomresultssearch_query=%23metoo #destroymanhoodhttpwwwyoutubecomresultssearch_query=%23destroymanhood",1
she sane personshe break,1
just watch hyped person absolute nonsense characters leads speak it’s shahid absolute rubbish ideas served society,1
irritating story line,1
shut peak stupidity lgbt,1
pagal sexual tharki gay lesbians dats pure lust lovei wonder mother father law show brother father loves widout law imposed sme gay cji deepak mishra gay lesbian sme1u satisfy fuckin sexual realtion hiding sme lgbt laws,0
face morning food day,1
'toxic' 'sexy',1
reviewers quint companion tut pade pure bollywood kharab preeti bahot submissive bataya mujhe laga infact keeping points stuck your analysis other's opinions correct great review,1
they portraying shahid drinks day making cool possible drink beggar die week,1
hello bitch lasagna,0
awe ability turn review anti-liberal rants,1
imagine marriage lead characters kriti dead angry obsession healthywe extramarital affairs issues society thisthis fiction,1
there amaze boy specially coz finally accept dark secrets females liking pethetic pies shit respect female vanish common view that's,0
should cut penies criminals,1
doctor homosexual gays patients all multiple partners find guy till decision include army otherwise gays lesbians find partners destroy descipline army,0
there amaze boy specially coz finally accept dark secrets females liking pethetic pies shit respect female vanish common view that's,0
kaliyuga pseudo fake liberal women digging grave,1
vikas som liberal iam onebut offended misogyny,1
wonder feminists watching fifty shades trilogy,1
that's stopped watching companion reviews,1
signed,1
take notes fight club tyler durden badass coolest ever writer negative inspiration things end favour telling,1
where feminists web series named 'four more shots' dialogue 'men condoms',1
bullshit,1
congratulate brave husband taking brave act victim 498a step sake son unlawful custody since half year suffering agony fight till end compromise,1
called feminists superior they afraid equality pleasebring equality that's important beneficial society,1
reasons days indians nees watch kind shows nice experience deep series hope time,1
how dumb neha gupta arrest genuine cases,1
whoever made video birth transgender live wish,1
whoever made video birth transgender live wish,1
shame such shame part,1
bollywood immature ironicly distructing,1
preeti ideal woman wonder dumb director wrote then surprised feminists pissed,1
"fuckboy bully skewed feminism dangerous toxic masculinity totally understand lot hatred liberals feminists justified coz lot propogating idea feminism pratik bollywood history showing things ""cool"" problem characters game negative characters glorified making cool start shots alia's aggresion gully boy sided enjoy views nationalism history feel comfortable watching",0
totally,1
completely honest review honest today's generation show industries brainwashing youth twisting emotions feelings propagate sick agendas make money humanity stake youth track well sir,1
bhai kaha liberals feminists clowns world they problem i'm big fan honesty,1
completely honest review honest today's generation show industries brainwashing youth twisting emotions feelings propagate sick agendas make money humanity stake youth track well sir,1
reviewing political agenda,1
imagine fight club released what feminists reactions,1
most indians hate show coz shows reality,1
she brooding boys border,1
bollywood close reality,1
lutyens hell but baniya modi shah center earth they disgrace humanity gandi hindu muslim baniya modi shah,1
views badhane reviews deta time links hindutva feminism,1
films why reduces competition after watching teenagers adults started they destroyed 3-4 years competition,1
seems arundhati's mother lied father thinks father,0
accorded issues feminism,1
guy meaning liberal feminism,1
yes don’t appreciate story perfect guy perfect there weaknesses goodness villain climax make otherwise normal these stories broken mad shahid played his madness reason stayed away she forgave slapped times,1
respect,1
what rubbish episode ruscl,1
buddy agree clear change perspective wrongall bhasad understanding movieits simple,1
dushant sain exactly comprehend director story telling offer understanding making things shown heart,1
nice video times guys girls granted starts completely trusting bfhubby girls don’t give completely she’s find mistakes person show rightwhat guys understand deal assholes,1
pratik sir make video marriages ruined laws brought feminist ipc 498a laws maintenance provision husband families harassed please check misuse ipc 498a ngo lawyers lobbying bringing laws ruin marriage harass men,1
correction 'fake feminist',1
overacting,1
sow reap innocent husband prosecuted legal terrorism shown actual meaning well,1
reality face hide side coine plz judge reality society approx 510 girls daily face girls dominate partner plz part society accept afterll part,1
previous comment forcefully insert topics feminism liberals video shakes moral purpose video review after watching mins your videos great great jai hind vande mataram,1
salute hats frnd waah maza laws gender equality believe rahega situation bulls shit lawmakers listening,1
lolgaav walo jaisi shakal walo puchoge expect black penises,0
154 gaylords disliked video,0
yes ppl dowry open hand,1
ranu mondol control talk don't ungrateful positive humble,1
talk brother liberals sounded extremistbut agree moviei loved,1
filling lungs smoke dying cancer men,1
congratulate brave husband taking brave act victim 498a step sake son unlawful custody since half year suffering agony fight till end compromise,1
liquor totally banned administration police strict actions dealt iron hand people alert aware bengal fast hell,1
with due respect sir agree hope opinion positively provide feedback there things marks preeti territory guys taught girls properly there guys act preeti problem but guys ego harass till yes sisters faced sends message guys learn indirectly that's fighting there lot things lets defend lets pinpoint stuff content entertaining,1
calling chutiya chopra debate knew gabr job poen office,0
arundhati roy hope meets 'ranga billa' type criminals time duo's crime praised,1
bollywood basically percent set narrative nation brain,1
aspect kraken opinion veere wedding how girls,1
shed tear side defending thanks ton,1
'fly night' operators arundhati roy full objecting population analysis survey fearing spread abrahamic religion north east part revealed she probably jet purpose nefarious intentions,1
understand guys interested lesbians let live lives live,1
21st century modern watch shots found trailer interviews cast disturbing feminism losing it’s real agenda equality gender advocate sort sexual shit feminism sexual freedom request fellow girls carried away ideas,1
it’s weapon woman legally abuse woman trouble law abuse politicians desperate making woman put kind law,1
likes short inhanse crimes cheap cheap,1
recent protests glimpse civil war start yrs degree preparedness hindu bjp govt vital state curb jehad 3nia eliminate directors show but hindu worried 100 onion free electricity gst,1
hate ads video,1
"bollywood garbage trailer called ""adventures srimannarayana""",1
ignorant,1
over smart mad woman,1
"people criticize pratik borade takes talks ideologies instead focusing technical aspects but ideology important people influenced promote negativity society subliminally openly called criticised openly some ""oh film"" but affect change lives disagree pratik hugely respect filmmakers allowed create bullshit manipulate minds youths simply artistic freedom",1
what shame stop putting light will never kill woman for loving bastards,1
dislikes wives filed false case,1
other liberals feminism lots loopholesif agree comment back,1
takes abuse excuse,1
99% bollywood illogical,1
cont our extraordinarily lethargic incompetent judiciary drag false cases years truth all years husbands family members live hell they blackmailed extorted threatened fake empowerment women serves halwa-poori senseless feminists why law gender based crime based look honestly victimized men women,1
totally senseless agree,1
drag liberalism understand liberalism read book theory justice john rawls increase knowledge liberalism,1
they bhaavook emotional chutiyas,1
deserves hope burn hellspare guy thoughhis spoiled,1
nitya friendly fight fight nunchakus made bleed laugh normal fun,1
family ranu attitude ranu's family=,1
i'm south felt arjun reddy biggest crap wonder shit remade bollywood original remake versions critical acclaim society calling garbage cult classic,1
mental diseases,1
she pakistani father blood inherited,1
great justify unreal father,1
sir instead talking liberals review,1
gaming with ankit watch knew infinity entertaining fell watching fairy tale dev patel actor played mathematics genius ramanujan,1
series gay,0
curious famous watching premiered bored interval shocked agree reality feminist arguments senseless bit,1
"what fck ""his"" stupid",1
wonder feminists watching fifty shades trilogy,1
totally storyi happenshe killed wifehe wife crimei real gay couples thisithttpthisit imagine story exist real lifesohttplifeso that's l'm disliking,1
hero tamil nadu,1
it's story chutiyass friend supports worst phase even total asshole,1
interesting lallantop evolving first subtly openly anti bjp now addition rajdeep made cong left mouthpiece,1
arundhati roy's comments based contradictory statement made prime minister home minister sourabh roy prime minister home minister people country loosing faith modi government decision based creating confusion lives case journalist questions sitting highest position faith democratical value constitution,1
ranga billa parents leftists lutians,1
gay sex banned,1
those anti hindus blaming hindus quiet thruth rape asifa hindus guilty mandir lie #bollywoodhttpwwwyoutubecomresultssearch_query=%23bollywood pakistan order lete hey,1
sucharita ugly atleast bark ugly,0
most indians hate show coz shows reality,1
everyone watch big slap useless,1
brother70% bollywood definitely chutiyapa,1
"there women abusing men hitting making derogatory comments exist compared greater extent talking equality laws reservations commissions ""empowerment women suo moto cognizance criticize mardaani pink gangajal veere wedding humiliate men present male characters oppressors",0
make ram indians inspired society perfect chutiya analysis,1
"three words liberals change mind view don't care"" because permit impose",1
problem lies fact pyaar dil todwaane random slaps heroic coming woman consent knife point,1
i'm south felt arjun reddy biggest crap wonder shit remade bollywood original remake versions critical acclaim society calling garbage cult classic,1
pratik borade atleast give genuine reference certified video conservative means embrace culture nation flaws not political propaganda perfectionism universe perfect,1
neha gupta crook evidence den file false compaint,0
congratulations drink soy milk beta male libtard,1
problem viewing logically emotionally problem lies portrayal male writer wanted show aggressive that's but glorify behaviour when dominates respect privacy literally thinks actions condemned writer,1
lgbt judgement proper makes judgement danger society those category congratulated judgement open judgement judgement there involved lust extra sexthey sex ways extra desire full stop end result demand judgement give permission move naked streetand sex open space public sex public places onabout rights category equal normal they treated planet,0
it's take entertainment material don't make publicity stunt,1
bat hbut problemi guarantee,1
imagine marriage lead characters kriti dead angry obsession healthywe extramarital affairs issues society thisthis fiction,1
guess simple girls digging graves coz likes dem,0
parcheta anxious alien different,1
it’s weapon woman legally abuse woman trouble law abuse politicians desperate making woman put kind law,1
thank god muslimsotherswise face irritating lawproud pakistani,1
pratik borade mins video recommend write dictionary sorry dictionaries cambridge merriam webster,1
dislikes coming dislikes are coming i'm enjoying hate hate driving make videos enjoy feminists libatrds anger irritation,1
omg dislikes designer liberals feminazis,1
indians obsessed,1
bat hbut problemi guarantee,1
from time felt top chutiya top worst but shocked males reaction they aisa guys chutiya,1
fool indianow women fighting mendo,1
completely honest review honest today's generation show industries brainwashing youth twisting emotions feelings propagate sick agendas make money humanity stake youth track well sir,1
probably video youtube seriously kind intuition message cascaded thisget video,1
half mad,1
relate extent understand motive type parents they parents how inspire kids torture reason what purpose it's understanding,1
sotti great roasted,1
hate guy,1
fack bong guy,0
did rajdeesp nrp discussed debated passed parliament house word urban naxal did condemn chowkidar chor rahul gandhi,1
it’s correct seriousor literally meaningless,1
plz talk plz talk story scriptcraft acting boring review plz talk,1
prateek sir needed reply feminists respect increased,1
eunuch eunuchs,0
"people criticize pratik borade takes talks ideologies instead focusing technical aspects but ideology important people influenced promote negativity society subliminally openly called criticised openly some ""oh film"" but affect change lives disagree pratik hugely respect filmmakers allowed create bullshit manipulate minds youths simply artistic freedom",1
gay rubbish how horrific video shame,1
"singh' inspired kills <httpway2comjy4mji5nq==81> see inspired ""kabir singh"" personality",1
agree girl's comment god punish pandits molvi sahab's secretly padri sahabs inside churches world wide hahaha hypocrites,1
calling chutiya chopra debate knew gabr job poen office,0
sir hated face real face bear consequences,1
guess simple girls digging graves coz likes dem,0
poor choice,1
proud being muslim pakistaniindian human mindlol pakistan zindabad,1
it’s weapon woman legally abuse woman trouble law abuse politicians desperate making woman put kind law,1
poor choice,1
trash judge likes,1
spoke mind brave unbiased opinion bollywood t*tti masala parata idolize idiots realizing actors sheep crowd oly money fame,1
face morning food day,1
vikas som liberal iam onebut offended misogyny,1
"fuckboy bully skewed feminism dangerous toxic masculinity totally understand lot hatred liberals feminists justified coz lot propogating idea feminism pratik bollywood history showing things ""cool"" problem characters game negative characters glorified making cool start shots alia's aggresion gully boy sided enjoy views nationalism history feel comfortable watching",0
guy meaning liberal feminism,1
for god seeks stop gossiping change kick,1
type threat society freedom make type greater logic ending justified emotions realistic fall emotions assumption digest theme matters lot type bollywood industry concept,1
"good pratik most critics ""how ruin enjoyed much""",1
earlier review review now days liberals feminist please reviews reviews,1
shed tear side defending thanks ton,1
gaming with ankit watch knew infinity entertaining fell watching fairy tale dev patel actor played mathematics genius ramanujan,1
filling lungs smoke dying cancer men,1
she provoking peoples government give remaining years time current government she thread national security opinion welcome significant proofs support bjp modi possible manner,1
arundhati roy sex crazed woman despo,0
now remember english speaking monarchy minded congress hippocrate communist polish shoes common room shoe rest,1
affect human behaviour especially human long back case australia descent charged stalking harassing woman told court learnt bollywood court finding bollywood portray men women toxic manner buried yes affect behaviour,1
suppress totally depraved wacko arundati,1
tue amazingsm ppl dis country problem wid everythingintrstngly ppl problem wid things,1
nonsense video make positive videos,1
waste time immature distinguished lust,1
big salute jahngirbhai quick death kill wife brother law leave parent alive suffer pain great lesson,1
these liberals leftist worse transgenders till transgenders morals leftist liberals they live transgenders learn lessons,0
"understand ""kabir singh"" also lack basic knowledge review powerful faults raw also points raised valid bullshit indians watch stories especially stories watch real stories stick news channelsngcdiscovery documentaries offbeat manic story cudn't understand watch answers questions",1
where review totally correct talk movieacting direction,1
nice video times guys girls granted starts completely trusting bfhubby girls don’t give completely she’s find mistakes person show rightwhat guys understand deal assholes,1
paid pros age inspire pak generals pay that's additional income cheap tricks,0
agree girl's comment god punish pandits molvi sahab's secretly padri sahabs inside churches world wide hahaha hypocrites,1
"what fck ""his"" stupid",1
hate,1
she provoking peoples government give remaining years time current government she thread national security opinion welcome significant proofs support bjp modi possible manner,1
brojust replace sister close,0
knew top issue selective outrage feminist brigade they critise potray male lead characters dominant vile but time encourage toxic female behaviours who treats male counterparts crap shit defend there,1
gender biasand lnow survey women inidafirst read report speakyour type men inid ais dangerous society,1
crap but shahid's acting raddi story,1
reviews feel biased its things ehich unacceptable highlighted sir,1
also depends audience actor freak deal repercussions fail condone dominant behavior actor also count feminist stupid category appreciate romance madness breakup,1
some things who speard negative feedback,1
slapped woman real slapped hundreds feminists terms masculinity,0
let's drink feminists liberals tears,1
correction 'fake feminist',1
make ram indians inspired society perfect chutiya analysis,1
trash judge likes,1
play enjoy watching interested watch compare real see acted hard work,1
good homosexuality legalised showcase public normal human room but act despo public odd ugly,0
half mad,1
she totally mad,1
well lesson 498a professionals government police judge feminist media don't give try kill terrorists possible,1
politics media religion nuclear weapons destruction,1
thats indians bunch emotional illiterates they fall random foreigner reacting shitty bollywood group villagers trending youtube days grace bloody indians,1
let range billa fill applying visa overseas countries why govt napunsak revoke passportvisa arrest,0
more woman arundhati convinced reincarnation ravan's sister supernkha,1
arundhati roy's comments based contradictory statement made prime minister home minister sourabh roy prime minister home minister people country loosing faith modi government decision based creating confusion lives case journalist questions sitting highest position faith democratical value constitution,1
made terms crafts principles art dumbos,1
ranu mondol control talk don't ungrateful positive humble,1
from time felt top chutiya top worst but shocked males reaction they aisa guys chutiya,1
filling lungs smoke dying cancer men,1
watched yesterday frankly speaking clear feminist actually strongly hate fake feminism hero heroine family marry heroine forced marry hero turns devdas finally met live happily storyline cliche outdated makers added rage kissing scenes lots alcohol stereotype ending nothing,1
haven't watched interviews relationship things definitely toxic physical abuse doesn't matter guy may justify kabir's action director partners liberty touch slap express anger problem wiith justify scene supposed show handled situation handled justifying latter,1
are reviewer social activist pls review keeping political social agenda,1
aspect kraken opinion veere wedding how girls,1
whoever made video birth transgender live wish,1
sotti great roasted,1
earlier review review now days liberals feminist please reviews reviews,1
worst despite knowing drug drinking anger problems friend offers sister marriage apparently friends important blood relations that friend treats shit any decent brother sister marry guy,1
**i stopped watching bollywood watching gangs wasseypur**,1
falling sight basically means horny shallow person,1
attitude attitude,1
what rubbish yrrr hurt happiness,1
most indians hate show coz shows reality,1
super herocheap women deserve money minded ladies deserve,1
recent protests glimpse civil war start yrs degree preparedness hindu bjp govt vital state curb jehad 3nia eliminate directors show but hindu worried 100 onion free electricity gst,1
how make stuff assholes,1
typical feminist percentwhy give importance glorifying pratik ignore because representing,1
bollywood daring make path breaking psychological sci thriller imposing propaganda portraying men stupid lovers achieve soulmate imitating hollywood,1
brother70% bollywood definitely chutiyapa,1
hello bitch lasagna,0
wowpratik sir analysis superbhope exists bollywood criticsfk paid critics pseudo femmies commies,1
kill womens file faje rape dowry cases,1
they gain fucking views remember naam scene criminal salman khan convince kidnapping heroine mention scene,1
views biasedbut funny biased,1
martyr kapoor fucker its chutiya audience glorifies,1
problem slap scene problem glorification top words men portrayed saints women projected pure innocent since men enjoyed screen space inception away projected heroic manly molesting suppress objectifying women leading ladies fun matter sex stay neutral justifying male inflating male ego superiority complex but note don’t liberals feminists place hating men conservative place hating women let night ideologies needed why rigid timid regressive extremists ideology liberal anti-liberal matter let’s welcoming change accommodating age traditions holistic,1
super herocheap women deserve money minded ladies deserve,1
rubbish videoit's totally,1
sleeping ranga billa swara baskhar fingerring watching,0
watched yesterday frankly speaking clear feminist actually strongly hate fake feminism hero heroine family marry heroine forced marry hero turns devdas finally met live happily storyline cliche outdated makers added rage kissing scenes lots alcohol stereotype ending nothing,1
your opinion matches opinion arjun reddy original version it's dumbest lack heroism,1
