ID,Text,Sub-task A,Sub-task B,clean text,tokenized,normalized lexicon,monolingual
C33.770,Good brothers,NAG,NGEN,good brothers,"['good', 'brothers']","['good', 'brothers']",good brothers
C10.332,"She is supported by western leftist wholeheartedly.  
They must be supplying her with funds !",NAG,NGEN,she supported western leftist wholeheartedly they supplying funds,"['she', 'supported', 'western', 'leftist', 'wholeheartedly', 'they', 'supplying', 'funds']","['she', 'supported', 'western', 'leftist', 'wholeheartedly', 'they', 'supplying', 'funds']",she supported western leftist wholeheartedly they supplying funds
C10.776,"I wonder why this govt doesn't impose NSA on her and put her behind the bars.  
Arundhati is a lunatic and is a cancer to the country. She needs to be
detained by security agencies and must be kept forever in the prison for the
sake of peace in society.",OAG,NGEN,wonder govt impose nsa put bars arundhati lunatic cancer country she detained security agencies forever prison sake peace society,"['wonder', 'govt', 'impose', 'nsa', 'put', 'bars', 'arundhati', 'lunatic', 'cancer', 'country', 'she', 'detained', 'security', 'agencies', 'forever', 'prison', 'sake', 'peace', 'society']","['wonder', 'govt', 'impose', 'nsa', 'put', 'bars', 'arundhati', 'lunatic', 'cancer', 'country', 'she', 'detained', 'security', 'agencies', 'forever', 'prison', 'sake', 'peace', 'society']",wonder govt impose nsa put bars arundhati lunatic cancer country she detained security agencies forever prison sake peace society
C38.283,"The guy in yellow shirt needs to look at mirror and look at his disgusting pot
belly...no girl in her right mind would ever pick that sleazy fatso.",NAG,GEN,the guy yellow shirt mirror disgusting pot bellyno girl mind pick sleazy fatso,"['the', 'guy', 'yellow', 'shirt', 'mirror', 'disgusting', 'pot', 'bellyno', 'girl', 'mind', 'pick', 'sleazy', 'fatso']","['the', 'guy', 'yellow', 'shirt', 'mirror', 'disgusting', 'pot', 'belluno', 'girl', 'mind', 'pick', 'sleazy', 'fatso']",the guy yellow shirt mirror disgusting pot belluno girl mind pick sleazy fatso
C7.1688,I don't think you r such a narrow minded one. Shit minded.,OAG,NGEN,narrow minded shit minded,"['narrow', 'minded', 'shit', 'minded']","['narrow', 'minded', 'shit', 'minded']",narrow minded shit minded
C43.8,Stop being gay,OAG,GEN,stop gay,"['stop', 'gay']","['stop', 'gay']",stop gay
C10.730,"Arundhati Roy is a pros* ***** of ISI Pakistani generals and Hafiz Sayeed...
she's getting well paid...",OAG,GEN,arundhati roy pros* ***** isi pakistani generals hafiz sayeed paid,"['arundhati', 'roy', 'pros*', '*****', 'isi', 'pakistani', 'generals', 'hafiz', 'sayeed', 'paid']","['arundhati', 'roy', 'pros*', '*****', 'isi', 'pakistani', 'generals', 'hafiz', 'sayeed', 'paid']",arundhati roy pros* ***** isi pakistani generals hafiz sayeed paid
C7.2115,Fucking left liberals and feminists,OAG,NGEN,fucking left liberals feminists,"['fucking', 'left', 'liberals', 'feminists']","['fucking', 'left', 'liberals', 'feminists']",fucking left liberals feminists
C7.861,"Only one word for these feminists liberal ... fuck off chutiyoo ... Every
preeti will die for a guy like Kabir singh .. he was flamboyant intelligent
dashing and moreover crazy caring .. he was taking care of her like a
princess.. so period.. nothing wrong even in his character the real world is
more fucked up",OAG,NGEN,only word feminists liberal fuck chutiyoo every preeti die guy kabir singh flamboyant intelligent dashing crazy caring taking care princess period wrong character real world fucked,"['only', 'word', 'feminists', 'liberal', 'fuck', 'chutiyoo', 'every', 'preeti', 'die', 'guy', 'kabir', 'singh', 'flamboyant', 'intelligent', 'dashing', 'crazy', 'caring', 'taking', 'care', 'princess', 'period', 'wrong', 'character', 'real', 'world', 'fucked']","['only', 'word', 'feminists', 'liberal', 'fuck', 'chutiyoo', 'every', 'preeti', 'die', 'guy', 'kabir', 'singh', 'flamboyant', 'intelligent', 'dashing', 'crazy', 'caring', 'taking', 'care', 'princess', 'period', 'wrong', 'character', 'real', 'world', 'fucked']",only word feminists liberal fuck chutiyoo every preeti die guy kabir singh flamboyant intelligent dashing crazy caring taking care princess period wrong character real world fucked
C9.270,"Arundhati Roy's comments are based on contradictory statement made by Prime
Minister and his Home Minister. Sourabh, Ms. Roy is neither Prime Minister of
India nor Home Minister.  
People of this country are loosing their faith in this Modi government since
their decision are based on creating confusion in our lives. In case, you are
a true journalist, you should ask questions to the people sitting on the
highest position such as PM, HM or CM of UP who has no faith in democratical
value of the constitution.",CAG,NGEN,arundhati roy's comments based contradictory statement made prime minister home minister sourabh roy prime minister india home minister people country loosing faith modi government decision based creating confusion lives case journalist questions sitting highest position faith democratical value constitution,"['arundhati', ""roy's"", 'comments', 'based', 'contradictory', 'statement', 'made', 'prime', 'minister', 'home', 'minister', 'sourabh', 'roy', 'prime', 'minister', 'india', 'home', 'minister', 'people', 'country', 'loosing', 'faith', 'modi', 'government', 'decision', 'based', 'creating', 'confusion', 'lives', 'case', 'journalist', 'questions', 'sitting', 'highest', 'position', 'faith', 'democratical', 'value', 'constitution']","['arundhati', ""roy's"", 'comments', 'based', 'contradictory', 'statement', 'made', 'prime', 'minister', 'home', 'minister', 'sourabh', 'roy', 'prime', 'minister', 'india', 'home', 'minister', 'people', 'country', 'loosing', 'faith', 'modi', 'government', 'decision', 'based', 'creating', 'confusion', 'lives', 'case', 'journalist', 'questions', 'sitting', 'highest', 'position', 'faith', 'democratical', 'value', 'constitution']",arundhati roy's comments based contradictory statement made prime minister home minister sourabh roy prime minister india home minister people country loosing faith modi government decision based creating confusion lives case journalist questions sitting highest position faith democratical value constitution
C68.300,Supar Boss,NAG,NGEN,supar boss,"['supar', 'boss']","['supar', 'boss']",supar boss
C33.656,Every One is In relationship expect me 😂😂,NAG,NGEN,every one relationship expect,"['every', 'one', 'relationship', 'expect']","['every', 'one', 'relationship', 'expect']",every one relationship expect
C10.508,Over Smart Mad woman,CAG,NGEN,over smart mad woman,"['over', 'smart', 'mad', 'woman']","['over', 'smart', 'mad', 'woman']",over smart mad woman
C58.231,Nice didi,NAG,NGEN,nice didi,"['nice', 'didi']","['nice', 'didi']",nice didi
C33.379,One way to control India's population..,NAG,NGEN,one control india's population,"['one', 'control', ""india's"", 'population']","['one', 'control', ""india's"", 'population']",one control india's population
C4.1930,You told my mind's taking .... It's 100 Right,NAG,NGEN,you told mind's taking it's 100 right,"['you', 'told', ""mind's"", 'taking', ""it's"", '100', 'right']","['you', 'told', ""mind's"", 'taking', ""it's"", '100', 'right']",you told mind's taking it's 100 right
C59.173,Ranu mondal ❌you are right.,NAG,NGEN,ranu mondal,"['ranu', 'mondal']","['ranu', 'mondal']",ranu mondal
C68.104,Right b👍👍👍👍👍👍👍👍👍👍👍👍,NAG,NGEN,right,['right'],['right'],right
C7.248.1,U just read it wrong,NAG,NGEN,read wrong,"['read', 'wrong']","['read', 'wrong']",read wrong
C32.148.3,@Akash Shivhare hii,NAG,NGEN,akash shivhare hii,"['akash', 'shivhare', 'hii']","['akash', 'shivhare', 'hii']",akash shivhare hii
C7.1148,"Finally subscribed your channel becoz ....... U r awesome and the points u
explained were literally 100% true",NAG,NGEN,finally subscribed channel becoz awesome points explained literally 100%,"['finally', 'subscribed', 'channel', 'becoz', 'awesome', 'points', 'explained', 'literally', '100%']","['finally', 'subscribed', 'channel', 'becoz', 'awesome', 'points', 'explained', 'literally', '100%']",finally subscribed channel becoz awesome points explained literally 100%
C33.292,Nice ... N u boys acting 🙌,NAG,NGEN,nice boys acting,"['nice', 'boys', 'acting']","['nice', 'boys', 'acting']",nice boys acting
C7.199,"bro i am watching yo first time and you wont beleave that you was looking like
jaani dushman villan",CAG,NGEN,watching time beleave jaani dushman villan,"['watching', 'time', 'beleave', 'jaani', 'dushman', 'villan']","['watching', 'time', 'beleave', 'jaani', 'dushman', 'villan']",watching time beleave jaani dushman villan
C4.896,True analysis!.....,NAG,NGEN,true analysis,"['true', 'analysis']","['true', 'analysis']",true analysis
C4.935,Uri has no item song,NAG,NGEN,uri item song,"['uri', 'item', 'song']","['uri', 'item', 'song']",uri item song
C33.519,Nice video love is love all people have to understand this.,NAG,NGEN,nice video love love understand,"['nice', 'video', 'love', 'love', 'understand']","['nice', 'video', 'love', 'love', 'understand']",nice video love love understand
C68.309,Right bro she is really a dambooo,OAG,NGEN,right dambooo,"['right', 'dambooo']","['right', 'dambooo']",right dambooo
C46.178,Very sad,NAG,NGEN,very sad,"['very', 'sad']","['very', 'sad']",very sad
C4.727,"it's been told by many of the intellectual if you really wanted to be rather
than abusing movie take a movement and aware people even in USA and Korean
Film industry where the content is more developed movies are the same some
high content we use to see and low content we don't even talk about. So called
film making ko buckchodi bolne se behtar hai start movement with your own
followers. Else you were so irritating in this video.

Thanks",CAG,NGEN,told intellectual wanted abusing movie movement aware usa korean film industry content developed movies high content low content talk called film making buckchodi bolne behtar start movement followers else irritating video thanks,"['told', 'intellectual', 'wanted', 'abusing', 'movie', 'movement', 'aware', 'usa', 'korean', 'film', 'industry', 'content', 'developed', 'movies', 'high', 'content', 'low', 'content', 'talk', 'called', 'film', 'making', 'buckchodi', 'bolne', 'behtar', 'start', 'movement', 'followers', 'else', 'irritating', 'video', 'thanks']","['told', 'intellectual', 'wanted', 'abusing', 'movie', 'movement', 'aware', 'usa', 'korean', 'film', 'industry', 'content', 'developed', 'movies', 'high', 'content', 'low', 'content', 'talk', 'called', 'film', 'making', 'buckchodi', 'bolne', 'behtar', 'start', 'movement', 'followers', 'else', 'irritating', 'video', 'thanks']",told intellectual wanted abusing movie movement aware usa korean film industry content developed movies high content low content talk called film making buckchodi bolne behtar start movement followers else irritating video thanks
C59.1103,"very good,the way u say its just awsome,keep it up Sir",NAG,NGEN,goodthe awsomekeep sir,"['goodthe', 'awsomekeep', 'sir']","['goodthe', 'awsomekeep', 'sir']",goodthe awsomekeep sir
C7.821,"ओ स्त्री  
Friendship krogi😂😂😂😂😂  
pratik borade fans like here👍👍👍",NAG,NGEN,स्त्री friendship krogi pratik borade fans,"['स्त्री', 'friendship', 'krogi', 'pratik', 'borade', 'fans']","['friendship', 'krogi', 'pratik', 'borade', 'fans']",friendship krogi pratik borade fans
C4.858,The best youtuber ever.,NAG,NGEN,the youtuber,"['the', 'youtuber']","['the', 'youtuber']",the youtuber
C10.717,"Don't understand why is she even allowed in India. This urban naxali terrorist
should be punched and kicked out of the country.",OAG,NGEN,don't understand allowed india this urban naxali terrorist punched kicked country,"[""don't"", 'understand', 'allowed', 'india', 'this', 'urban', 'naxali', 'terrorist', 'punched', 'kicked', 'country']","[""don't"", 'understand', 'allowed', 'india', 'this', 'urban', 'naxali', 'terrorist', 'punched', 'kicked', 'country']",don't understand allowed india this urban naxali terrorist punched kicked country
C7.1543,"Forget the feministic point of view. .this movie has got nothing in it. .it
was just a random sequence of scenes made into a movie. .no logic no
continuity. .all characters were capricious. .i have never seen a drug addict
get rid of his addiction within a day without the help of a rehab. .i have
never seen a girl so muted n submissive to fall in love literally without a
reason. .every character in the movie was far from imaginable. .i think all
the people who went to watch this movie have been befooled by the trailer of
this movie. .those who havent gone yet please save your money and watch the
world cup instead or go to an amusement park with their families for an
outing. .i give this illogical movie a big fat zero out of any positive
integer. .",NAG,NGEN,forget feministic point view movie random sequence scenes made movie logic continuity characters capricious drug addict rid addiction day rehab girl muted submissive fall love literally reason character movie imaginable watch movie befooled trailer movie save money watch world cup instead amusement park families outing give illogical movie big fat zero positive integer,"['forget', 'feministic', 'point', 'view', 'movie', 'random', 'sequence', 'scenes', 'made', 'movie', 'logic', 'continuity', 'characters', 'capricious', 'drug', 'addict', 'rid', 'addiction', 'day', 'rehab', 'girl', 'muted', 'submissive', 'fall', 'love', 'literally', 'reason', 'character', 'movie', 'imaginable', 'watch', 'movie', 'befooled', 'trailer', 'movie', 'save', 'money', 'watch', 'world', 'cup', 'instead', 'amusement', 'park', 'families', 'outing', 'give', 'illogical', 'movie', 'big', 'fat', 'zero', 'positive', 'integer']","['forget', 'feministic', 'point', 'view', 'movie', 'random', 'sequence', 'scenes', 'made', 'movie', 'logic', 'continuity', 'characters', 'capricious', 'drug', 'addict', 'rid', 'addiction', 'day', 'rehab', 'girl', 'muted', 'submissive', 'fall', 'love', 'literally', 'reason', 'character', 'movie', 'imaginable', 'watch', 'movie', 'befooled', 'trailer', 'movie', 'save', 'money', 'watch', 'world', 'cup', 'instead', 'amusement', 'park', 'families', 'outing', 'give', 'illogical', 'movie', 'big', 'fat', 'zero', 'positive', 'integer']",forget feministic point view movie random sequence scenes made movie logic continuity characters capricious drug addict rid addiction day rehab girl muted submissive fall love literally reason character movie imaginable watch movie befooled trailer movie save money watch world cup instead amusement park families outing give illogical movie big fat zero positive integer
C33.769,Awsoume video... Keep it up ..love u all ❤️❤️❤️,NAG,NGEN,awsoume video keep love,"['awsoume', 'video', 'keep', 'love']","['awsoume', 'video', 'keep', 'love']",awsoume video keep love
C7.2287,Whenever masculinity is shown these librandoos will cry.,OAG,NGEN,whenever masculinity shown librandoos cry,"['whenever', 'masculinity', 'shown', 'librandoos', 'cry']","['whenever', 'masculinity', 'shown', 'librandoos', 'cry']",whenever masculinity shown librandoos cry
C36.396,"In Indian army.... I will say in any army of the world the backbone, the
foundation of military or army is ""Discipline, Honour, Valour, love for
Motherland and Humanity, Courage to accomplish impossible task and many more
hard works""..... These are the things which is foundation of Indian armed
forces or foundation of any best militaries around the world, talking about
Gays or lesbians..... Just look at history in ancient time very few or
negligible number of women take part in army but time changed we are in 2019
and women are serving in military so Now Gays and lesbians recruitment in
military then military is well aware about the developments to be done
according to need and time and I think in future military will induct Gays and
lesbians in armed forces but now Indian army chief said we will not allow Gays
and lesbians in army then he is 100% correct and I support army chief,
patriotism is not just needed on borders for military only but inside the
country also we need a lot of patriots for bright future of country.",NAG,GEN,"indian army army world backbone foundation military army ""discipline honour valour love motherland humanity courage accomplish impossible task hard works"" these things foundation indian armed forces foundation militaries world talking gays lesbians just history ancient time negligible number women part army time changed 2019 women serving military now gays lesbians recruitment military military aware developments time future military induct gays lesbians armed forces indian army chief gays lesbians army 100% correct support army chief patriotism needed borders military inside country lot patriots bright future country","['indian', 'army', 'army', 'world', 'backbone', 'foundation', 'military', 'army', '""discipline', 'honour', 'valour', 'love', 'motherland', 'humanity', 'courage', 'accomplish', 'impossible', 'task', 'hard', 'works""', 'these', 'things', 'foundation', 'indian', 'armed', 'forces', 'foundation', 'militaries', 'world', 'talking', 'gays', 'lesbians', 'just', 'history', 'ancient', 'time', 'negligible', 'number', 'women', 'part', 'army', 'time', 'changed', '2019', 'women', 'serving', 'military', 'now', 'gays', 'lesbians', 'recruitment', 'military', 'military', 'aware', 'developments', 'time', 'future', 'military', 'induct', 'gays', 'lesbians', 'armed', 'forces', 'indian', 'army', 'chief', 'gays', 'lesbians', 'army', '100%', 'correct', 'support', 'army', 'chief', 'patriotism', 'needed', 'borders', 'military', 'inside', 'country', 'lot', 'patriots', 'bright', 'future', 'country']","['indian', 'army', 'army', 'world', 'backbone', 'foundation', 'military', 'army', '""discipline', 'honour', 'valour', 'love', 'motherland', 'humanity', 'courage', 'accomplish', 'impossible', 'task', 'hard', 'works""', 'these', 'things', 'foundation', 'indian', 'armed', 'forces', 'foundation', 'militaries', 'world', 'talking', 'gays', 'lesbians', 'just', 'history', 'ancient', 'time', 'negligible', 'number', 'women', 'part', 'army', 'time', 'changed', '2019', 'women', 'serving', 'military', 'now', 'gays', 'lesbians', 'recruitment', 'military', 'military', 'aware', 'developments', 'time', 'future', 'military', 'induct', 'gays', 'lesbians', 'armed', 'forces', 'indian', 'army', 'chief', 'gays', 'lesbians', 'army', '100%', 'correct', 'support', 'army', 'chief', 'patriotism', 'needed', 'borders', 'military', 'inside', 'country', 'lot', 'patriots', 'bright', 'future', 'country']","indian army army world backbone foundation military army ""discipline honour valour love motherland humanity courage accomplish impossible task hard works"" these things foundation indian armed forces foundation militaries world talking gays lesbians just history ancient time negligible number women part army time changed 2019 women serving military now gays lesbians recruitment military military aware developments time future military induct gays lesbians armed forces indian army chief gays lesbians army 100% correct support army chief patriotism needed borders military inside country lot patriots bright future country"
C32.47,Sorry Bad message(Gay people Nice ),NAG,NGEN,sorry bad messagegay nice,"['sorry', 'bad', 'messagegay', 'nice']","['sorry', 'bad', 'messagegay', 'nice']",sorry bad messagegay nice
C26.295,"Govt should analyze the impact rather making new laws against men. I did not
see if the guy has done anything wrong. You are the hero. I appreciate that
you surrendered.",NAG,NGEN,govt analyze impact making laws men guy wrong you hero appreciate surrendered,"['govt', 'analyze', 'impact', 'making', 'laws', 'men', 'guy', 'wrong', 'you', 'hero', 'appreciate', 'surrendered']","['govt', 'analyze', 'impact', 'making', 'laws', 'men', 'guy', 'wrong', 'you', 'hero', 'appreciate', 'surrendered']",govt analyze impact making laws men guy wrong you hero appreciate surrendered
C32.160.5,Chambal Tigers hii.j,NAG,NGEN,chambal tigers hiij,"['chambal', 'tigers', 'hiij']","['chambal', 'tigers', 'hiij']",chambal tigers hiij
C4.188,Into superb tha,NAG,NGEN,into superb,"['into', 'superb']","['into', 'superb']",into superb
C4.312,"Its Time to Establish ""Men's Commission of India"".",NAG,NGEN,"its time establish ""men's commission india""","['its', 'time', 'establish', '""men\'s', 'commission', 'india""']","['its', 'time', 'establish', '""men\'s', 'commission', 'india""']","its time establish ""men's commission india"""
C9.113,<https://youtu.be/46lrFoRgnoA>,NAG,NGEN,<httpsyoutube46lrforgnoa>,['<httpsyoutube46lrforgnoa>'],['<httpsyoutube46lrforgnoa>'],<httpsyoutube46lrforgnoa>
C4.537,We want more videos like this 🙏🙏,NAG,NGEN,videos,['videos'],['videos'],videos
C45.300.2,tista sinharoy nice,NAG,NGEN,tista sinharoy nice,"['tista', 'sinharoy', 'nice']","['tista', 'sinharoy', 'nice']",tista sinharoy nice
C55.129.2,Do 4th,NAG,NGEN,4th,['4th'],['4th'],4th
C4.2176,Amazing Boss 🔥🔥,NAG,NGEN,amazing boss,"['amazing', 'boss']","['amazing', 'boss']",amazing boss
C59.709,U r right 💯,NAG,NGEN,,[],[],
C4.272,"They portraying shahid as a man who drinks all day and making him look like as
cool as possible , dude if u are going go drink that much u will look like a
beggar or most likely die within a week",CAG,NGEN,they portraying shahid man drinks day making cool possible drink beggar die week,"['they', 'portraying', 'shahid', 'man', 'drinks', 'day', 'making', 'cool', 'possible', 'drink', 'beggar', 'die', 'week']","['they', 'portraying', 'shahid', 'man', 'drinks', 'day', 'making', 'cool', 'possible', 'drink', 'beggar', 'die', 'week']",they portraying shahid man drinks day making cool possible drink beggar die week
C4.352,"[9:29](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=9m29s) so true.. It has
nothing to do with girl's life just a character of hero's life.",CAG,NGEN,929httpswwwyoutubecomwatchv=n_zmfqmzos0&t=9m29s girl's life character hero's life,"['929httpswwwyoutubecomwatchv=n_zmfqmzos0&t=9m29s', ""girl's"", 'life', 'character', ""hero's"", 'life']","['929httpswwwyoutubecomwatchv=n_zmfqmzos0&t=9m29s', ""girl's"", 'life', 'character', ""hero's"", 'life']",929httpswwwyoutubecomwatchv=n_zmfqmzos0&t=9m29s girl's life character hero's life
C4.1825,"I swear , Bollywood ke bare me such Kaha  
Bohot hi sensless Unrealistic , every decade  
Nothing new Love... Breakup... Drugs..Femenism...Villan.....No Logic...  
No serious.. message...iteam song...Heroine..Slave.. Total waste of time...I
think never will be ... only few movies  
Wast of Money....",NAG,NGEN,swear bollywood bare kaha bohot sensless unrealistic decade nothing love breakup drugsfemenismvillanno logic messageiteam songheroineslave total waste timei movies wast money,"['swear', 'bollywood', 'bare', 'kaha', 'bohot', 'sensless', 'unrealistic', 'decade', 'nothing', 'love', 'breakup', 'drugsfemenismvillanno', 'logic', 'messageiteam', 'songheroineslave', 'total', 'waste', 'timei', 'movies', 'wast', 'money']","['swear', 'bollywood', 'bare', 'kaha', 'bohot', 'senseless', 'unrealistic', 'decade', 'nothing', 'love', 'breakup', 'drugsfemenismvillanno', 'logic', 'messageiteam', 'songheroineslave', 'total', 'waste', 'timei', 'movies', 'wast', 'money']",swear bollywood bare kaha bohot senseless unrealistic decade nothing love breakup drugsfemenismvillanno logic messageiteam songheroineslave total waste timei movies wast money
C59.1438,"I hate Ranu mondal I hate her voice Fuck off
[#Ranu](http://www.youtube.com/results?search_query=%23Ranu)_Mondal.
Mera jeisa kon kon hai hit like...👇👇👇",OAG,NGEN,hate ranu mondal hate voice fuck #ranuhttpwwwyoutubecomresultssearch_query=%23ranu_mondal mera jeisa hit,"['hate', 'ranu', 'mondal', 'hate', 'voice', 'fuck', '#ranuhttpwwwyoutubecomresultssearch_query=%23ranu_mondal', 'mera', 'jeisa', 'hit']","['hate', 'ranu', 'mondal', 'hate', 'voice', 'fuck', '#ranuhttpwwwyoutubecomresultssearch_query=%23 ranu mondal', 'mera', 'jeisa', 'hit']",hate ranu mondal hate voice fuck #ranuhttpwwwyoutubecomresultssearch_query=%23 ranu mondal mera jeisa hit
C45.594,Please your mobile number sand me now,NAG,NGEN,please mobile number sand,"['please', 'mobile', 'number', 'sand']","['please', 'mobile', 'number', 'sand']",please mobile number sand
C44.307.5,@Farabi Farhad yes...I also agree with u,NAG,NGEN,farabi farhad yesi agree,"['farabi', 'farhad', 'yesi', 'agree']","['farabi', 'farhad', 'yesi', 'agree']",farabi farhad yesi agree
C7.2547,Fuck boy 😂😂😂😂😂😂,NAG,GEN,fuck boy,"['fuck', 'boy']","['fuck', 'boy']",fuck boy
C4.813,Haha one dislikes is done by sandeep vanga reddy,NAG,NGEN,haha dislikes sandeep vanga reddy,"['haha', 'dislikes', 'sandeep', 'vanga', 'reddy']","['haha', 'dislikes', 'sandeep', 'vanga', 'reddy']",haha dislikes sandeep vanga reddy
C68.945,"Once your comment . You are
an honest men . I like your comment .",NAG,NGEN,once comment you honest men comment,"['once', 'comment', 'you', 'honest', 'men', 'comment']","['once', 'comment', 'you', 'honest', 'men', 'comment']",once comment you honest men comment
C4.1617,"Do just one change to yourself, Avoid ""ma chod di"" gaali. It's a very very bad
manners. It ruins your character. Please...............",NAG,NGEN,"change avoid ""ma chod di"" gaali it's manners ruins character please","['change', 'avoid', '""ma', 'chod', 'di""', 'gaali', ""it's"", 'manners', 'ruins', 'character', 'please']","['change', 'avoid', '""ma', 'chod', 'di""', 'gaali', ""it's"", 'manners', 'ruins', 'character', 'please']","change avoid ""ma chod di"" gaali it's manners ruins character please"
C65.342,"I say from India. Parimani mam you are very beautiful. I Miss you so much. I
did the political science Honors from Jamia Milia Islamia University. I also
wish to visit you in Bangladesh. Happy Life.",NAG,NGEN,india parimani mam beautiful miss political science honors jamia milia islamia university wish visit bangladesh happy life,"['india', 'parimani', 'mam', 'beautiful', 'miss', 'political', 'science', 'honors', 'jamia', 'milia', 'islamia', 'university', 'wish', 'visit', 'bangladesh', 'happy', 'life']","['india', 'parimani', 'mam', 'beautiful', 'miss', 'political', 'science', 'honors', 'jamia', 'milia', 'islamia', 'university', 'wish', 'visit', 'bangladesh', 'happy', 'life']",india parimani mam beautiful miss political science honors jamia milia islamia university wish visit bangladesh happy life
C7.803,"chutiya spotted. liberalism doesn't means what you said. feminism doesn't
represent what you said",OAG,NGEN,chutiya spotted liberalism means feminism represent,"['chutiya', 'spotted', 'liberalism', 'means', 'feminism', 'represent']","['chutiya', 'spotted', 'liberalism', 'means', 'feminism', 'represent']",chutiya spotted liberalism means feminism represent
C4.2134.4,@Random Talks thanks for suggestions,NAG,NGEN,random talks suggestions,"['random', 'talks', 'suggestions']","['random', 'talks', 'suggestions']",random talks suggestions
C4.1181,Beggars are now everywhere 'hit like' if you are agree.,NAG,NGEN,beggars 'hit like' agree,"['beggars', ""'hit"", ""like'"", 'agree']","['beggars', ""'hit"", ""like'"", 'agree']",beggars 'hit like' agree
C59.1626,Oosam brother,NAG,NGEN,oosam brother,"['oosam', 'brother']","['oosam', 'brother']",oosam brother
C59.482,U r right bro,NAG,NGEN,,[],[],
C7.1289,Thank you Bhai,NAG,NGEN,thank bhai,"['thank', 'bhai']","['thank', 'bhai']",thank bhai
C10.582,"Immediate action should be taken by government for fomenting wrong massage to
entire society.When our bonafide government start taking stringent  
action on such insane, corrupt anti-nationalist animal.",NAG,NGEN,immediate action government fomenting wrong massage entire societywhen bonafide government start taking stringent action insane corrupt anti-nationalist animal,"['immediate', 'action', 'government', 'fomenting', 'wrong', 'massage', 'entire', 'societywhen', 'bonafide', 'government', 'start', 'taking', 'stringent', 'action', 'insane', 'corrupt', 'anti-nationalist', 'animal']","['immediate', 'action', 'government', 'fomenting', 'wrong', 'massage', 'entire', 'societywhen', 'bonafide', 'government', 'start', 'taking', 'stringent', 'action', 'insane', 'corrupt', 'anti-nationalist', 'animal']",immediate action government fomenting wrong massage entire societywhen bonafide government start taking stringent action insane corrupt anti-nationalist animal
C33.391,Love has no gender...😀,NAG,NGEN,love gender,"['love', 'gender']","['love', 'gender']",love gender
C32.77,The director is homophobe. Wrost movie ever.,CAG,NGEN,the director homophobe wrost movie,"['the', 'director', 'homophobe', 'wrost', 'movie']","['the', 'director', 'homophobe', 'wrost', 'movie']",the director homophobe wrost movie
C36.672,"It should not be allowed  
As in army there are army there are amny activities  
Where they have to live in the camps with no connection with there base camps  
Like north east or some parts of j and k .  
It homosexuality is allowed it will become more thn a disaster to our
prestigious army.  
As those people will also provoke others to indulge in the same ...  
Jai hind..",NAG,GEN,allowed army army amny activities where live camps connection base camps like north east parts homosexuality allowed thn disaster prestigious army provoke indulge jai hind,"['allowed', 'army', 'army', 'amny', 'activities', 'where', 'live', 'camps', 'connection', 'base', 'camps', 'like', 'north', 'east', 'parts', 'homosexuality', 'allowed', 'thn', 'disaster', 'prestigious', 'army', 'provoke', 'indulge', 'jai', 'hind']","['allowed', 'army', 'army', 'amny', 'activities', 'where', 'live', 'camps', 'connection', 'base', 'camps', 'like', 'north', 'east', 'parts', 'homosexuality', 'allowed', 'thn', 'disaster', 'prestigious', 'army', 'provoke', 'indulge', 'jai', 'hind']",allowed army army amny activities where live camps connection base camps like north east parts homosexuality allowed thn disaster prestigious army provoke indulge jai hind
C7.714,"Won my heart, brother. Very beautifully explained.",NAG,NGEN,won heart brother very beautifully explained,"['won', 'heart', 'brother', 'very', 'beautifully', 'explained']","['won', 'heart', 'brother', 'very', 'beautifully', 'explained']",won heart brother very beautifully explained
C33.549.1,Karan GOAGliya yes,NAG,NGEN,karan goagliya,"['karan', 'goagliya']","['karan', 'goagliya']",karan goagliya
C4.186.2,This video is made for people like you only😒😒😒,NAG,NGEN,this video made,"['this', 'video', 'made']","['this', 'video', 'made']",this video made
C9.252,"Moral of the story ""never speak publicly in a language you are that bad at""",NAG,NGEN,"moral story ""never speak publicly language at""","['moral', 'story', '""never', 'speak', 'publicly', 'language', 'at""']","['moral', 'story', '""never', 'speak', 'publicly', 'language', 'at""']","moral story ""never speak publicly language at"""
C26.158,Salute to u jahagir.,NAG,NGEN,salute jahagir,"['salute', 'jahagir']","['salute', 'jahangir']",salute jahangir
C68.1081,l like this motivation,NAG,NGEN,motivation,['motivation'],['motivation'],motivation
C4.271,Nice work man. Liked it.,NAG,NGEN,nice work man liked,"['nice', 'work', 'man', 'liked']","['nice', 'work', 'man', 'liked']",nice work man liked
C7.1930,great man,NAG,NGEN,great man,"['great', 'man']","['great', 'man']",great man
C7.373,I just wanted a review 😅😅,NAG,NGEN,wanted review,"['wanted', 'review']","['wanted', 'review']",wanted review
C10.556,"Arrest her and others under UAPA for inciting violence by misrepresentation of
the act.",NAG,NGEN,arrest uapa inciting violence misrepresentation act,"['arrest', 'uapa', 'inciting', 'violence', 'misrepresentation', 'act']","['arrest', 'uapa', 'inciting', 'violence', 'misrepresentation', 'act']",arrest uapa inciting violence misrepresentation act
C63.71,nicetip,NAG,NGEN,nicetip,['nicetip'],['nicetip'],nicetip
C7.1385,Too good bro,NAG,NGEN,too,['too'],['too'],too
